user_id,country,gender,continent
306542680.0,"Iran, Islamic Republic of",F,Asia
444631185.0,Brazil,M,South America
805361388.0,Brazil,M,South America
175884756.0,Greece,M,Europe
183937672.0,Brazil,F,South America
394677965.0,Brazil,M,South America
150576872.0,Canada,F,North America
103351916.0,None,F,
424987558.0,Canada,M,North America
348365620.0,None,M,
499645049.0,United States,F,North America
24697515.0,None,M,
472470487.0,None,F,
984511413.0,Brazil,M,South America
823718273.0,Brazil,M,South America
241447197.0,None,M,
769856409.0,United States,M,North America
128354403.0,Brazil,F,South America
374826297.0,Brazil,M,South America
130568489.0,United Kingdom,F,Europe
28244446.0,None,M,
953677844.0,Brazil,M,South America
904629239.0,None,F,
627240566.0,Brazil,M,South America
604640850.0,Brazil,M,South America
487579712.0,Brazil,F,South America
149827167.0,Brazil,M,South America
315505338.0,Brazil,M,South America
807072818.0,Brazil,M,South America
575423086.0,Mexico,M,North America
495859702.0,None,F,
759958602.0,United States,M,North America
30854394.0,Brazil,M,South America
186138230.0,Brazil,M,South America
484744179.0,None,F,
669811019.0,None,M,
872391201.0,None,M,
70686075.0,Antarctica,F,Antarctica
907491463.0,Brazil,M,South America
78572614.0,None,F,
702265992.0,Morocco,M,Africa
589259605.0,None,M,
116445201.0,Brazil,M,South America
302395039.0,None,M,
965329969.0,None,M,
600147624.0,None,F,
607019220.0,Argentina,M,South America
204779983.0,Brazil,F,South America
42132947.0,None,M,
973275811.0,Uganda,F,Africa
11057974.0,None,M,
274814652.0,None,F,
160462826.0,None,F,
14435318.0,None,M,
935778037.0,Brazil,M,South America
303854602.0,None,M,
301236901.0,Brazil,M,South America
45571893.0,Brazil,M,South America
447270669.0,United States,F,North America
337735204.0,None,F,
877976289.0,None,F,
227135978.0,None,M,
851000487.0,Brazil,F,South America
669925927.0,France,M,Europe
575964745.0,Ireland,F,Europe
519690366.0,Argentina,F,South America
332387518.0,Japan,M,Asia
79915733.0,Brazil,F,South America
230499818.0,None,M,
580917218.0,Turkey,M,Asia
26769607.0,United States,F,North America
702996047.0,Brazil,M,South America
188314401.0,None,M,
436472879.0,Argentina,F,South America
687093092.0,United States,M,North America
433898662.0,None,F,
939048525.0,Brazil,M,South America
208414100.0,None,F,
668283839.0,United States,M,North America
649756573.0,United Kingdom,F,Europe
21933269.0,Brazil,M,South America
236673611.0,None,F,
174736310.0,Malaysia,F,Asia
185908392.0,United States,M,North America
87863719.0,None,F,
311457540.0,Brazil,M,South America
188579146.0,None,F,
824781880.0,Argentina,M,South America
459749083.0,None,M,
871722267.0,Brazil,M,South America
479371108.0,Philippines,M,Asia
848905464.0,None,M,
578986025.0,India,F,Asia
655572190.0,United States,M,North America
172134228.0,None,F,
764281895.0,None,M,
681222849.0,United Kingdom,M,Europe
558393239.0,None,F,
862373008.0,None,F,
961734442.0,Sweden,M,Europe
31490999.0,Brazil,F,South America
276520759.0,Russian Federation,M,Europe
630914809.0,United States,M,North America
409965622.0,None,M,
73490608.0,Brazil,M,South America
148605874.0,United Kingdom,M,Europe
403320875.0,None,F,
154397011.0,None,F,
484751.0,Brazil,M,South America
355676408.0,None,F,
516611053.0,New Zealand,F,Oceania
45107983.0,United States,F,North America
999405880.0,United States,M,North America
637200987.0,None,F,
699480245.0,Japan,M,Asia
186383226.0,Brazil,F,South America
19661873.0,United States,F,North America
556825317.0,None,M,
911431703.0,Austria,M,Europe
498635799.0,None,F,
846973146.0,Brazil,M,South America
836235835.0,None,F,
762232490.0,Australia,F,Oceania
241766579.0,Sweden,F,Europe
808251353.0,Brazil,M,South America
652116387.0,Israel,F,Asia
77356380.0,Philippines,F,Asia
643546357.0,United States,M,North America
357297156.0,Australia,F,Oceania
342685566.0,None,F,
400421982.0,Iraq,F,Asia
250995113.0,Germany,M,Europe
221643732.0,India,F,Asia
900957686.0,United States,M,North America
575805382.0,France,F,Europe
280396251.0,Brazil,M,South America
523895342.0,None,M,
176078239.0,None,M,
869960757.0,Brazil,M,South America
837499590.0,None,F,
377048904.0,None,M,
848098888.0,Brazil,F,South America
220093829.0,Canada,M,North America
814169423.0,Mexico,M,North America
276749506.0,Germany,M,Europe
395990581.0,Brazil,M,South America
52291242.0,United Kingdom,M,Europe
119545990.0,United States,M,North America
772655130.0,India,M,Asia
523181733.0,None,F,
75266098.0,None,M,
355493528.0,None,M,
61115576.0,None,F,
282710931.0,Russian Federation,M,Europe
264094937.0,None,F,
867430751.0,Philippines,M,Asia
113089606.0,South Georgia and the South Sandwich Islands,F,South America
399279058.0,Italy,M,Europe
180942007.0,None,M,
354329357.0,None,M,
266948072.0,United States,M,North America
949896373.0,None,M,
38671696.0,Brazil,M,South America
220376856.0,Portugal,M,Europe
19300375.0,Poland,M,Europe
363371364.0,United States,M,North America
958252559.0,Singapore,M,Asia
693269886.0,None,F,
931832210.0,None,M,
704047712.0,Spain,F,Europe
332545802.0,Poland,M,Europe
742912173.0,None,M,
154509710.0,Brazil,M,South America
656271367.0,None,M,
971404031.0,Brazil,F,South America
894659731.0,Greece,F,Europe
977410339.0,India,F,Asia
730263140.0,None,M,
593899544.0,Brazil,F,South America
534573732.0,United Kingdom,M,Europe
123269169.0,New Zealand,M,Oceania
100006244.0,None,F,
198171859.0,None,M,
630564751.0,Brazil,F,South America
741908437.0,Brazil,M,South America
83043504.0,None,M,
340281003.0,Chile,F,South America
629800525.0,None,F,
106890758.0,Brazil,M,South America
456344876.0,Brazil,F,South America
309094075.0,None,M,
96122091.0,United Kingdom,F,Europe
65110709.0,None,M,
608966278.0,United States,M,North America
901124502.0,Brazil,F,South America
34195845.0,None,M,
245314237.0,None,F,
627053171.0,Brazil,M,South America
991995656.0,Brazil,F,South America
212401548.0,None,F,
721421784.0,None,M,
845806248.0,Brazil,F,South America
850239015.0,Finland,M,Europe
822664270.0,India,M,Asia
112961223.0,United States,M,North America
83683366.0,Brazil,M,South America
399137381.0,None,M,
781891657.0,Brazil,F,South America
98644841.0,Sweden,M,Europe
468663142.0,South Africa,F,Africa
216195785.0,None,F,
807007692.0,None,M,
600599298.0,None,M,
458489410.0,Malaysia,F,Asia
64536492.0,France,M,Europe
792689588.0,Netherlands,F,Europe
688562157.0,United States,M,North America
105163937.0,None,M,
862334840.0,None,M,
557706802.0,None,F,
136017293.0,Thailand,M,Asia
710237922.0,Brazil,F,South America
494972855.0,Brazil,F,South America
510880038.0,Brazil,F,South America
960374331.0,Brazil,F,South America
531701084.0,Australia,M,Oceania
970233812.0,Sweden,M,Europe
267498612.0,Ireland,M,Europe
554506600.0,Chile,M,South America
156511074.0,Brazil,M,South America
223628071.0,None,F,
339356251.0,None,M,
562345157.0,Brazil,F,South America
964156535.0,Argentina,M,South America
204419221.0,India,F,Asia
11583687.0,Sweden,M,Europe
682601983.0,Brazil,M,South America
427279705.0,Philippines,F,Asia
934894942.0,None,M,
909315696.0,Japan,M,Asia
307596105.0,Brazil,F,South America
123409142.0,Brazil,M,South America
442559152.0,Canada,M,North America
158581559.0,None,M,
442409093.0,None,F,
612557961.0,Brazil,M,South America
748267095.0,Mexico,F,North America
486469359.0,Brazil,F,South America
172014215.0,None,F,
577006946.0,United States,M,North America
661080350.0,Austria,F,Europe
812362503.0,Brazil,F,South America
387169763.0,None,F,
540482019.0,Brazil,F,South America
133176294.0,None,M,
405301437.0,United Kingdom,F,Europe
427898002.0,None,F,
594791079.0,Canada,M,North America
834896521.0,Switzerland,M,Europe
203343082.0,Brazil,M,South America
904626620.0,Brazil,M,South America
202188523.0,Brazil,F,South America
527156227.0,None,M,
261996131.0,United Kingdom,F,Europe
851172185.0,United States,F,North America
552792099.0,Brazil,M,South America
506552963.0,United States,M,North America
117399125.0,Brazil,M,South America
583135378.0,None,M,
782387234.0,None,F,
971914738.0,United Kingdom,M,Europe
561066171.0,Ireland,F,Europe
435828393.0,Brazil,F,South America
637987339.0,Spain,M,Europe
42086110.0,Brazil,M,South America
553108171.0,None,F,
210347481.0,Australia,M,Oceania
972640761.0,Canada,F,North America
887293647.0,Brazil,M,South America
181268041.0,Brazil,F,South America
602079193.0,None,F,
997886170.0,Brazil,M,South America
690734731.0,Brazil,F,South America
84811987.0,Brazil,M,South America
154759629.0,None,F,
17300476.0,United States,M,North America
124531050.0,Brazil,F,South America
236570605.0,Mexico,M,North America
746434722.0,Brazil,M,South America
897681958.0,Estonia,F,Europe
474124402.0,Brazil,M,South America
233868357.0,Brazil,F,South America
697057044.0,Mexico,M,North America
431707305.0,Brazil,F,South America
694478845.0,Brazil,M,South America
241493796.0,Netherlands,M,Europe
867751435.0,Nigeria,F,Africa
857442811.0,Russian Federation,F,Europe
424998044.0,Brazil,F,South America
9125143.0,United States,M,North America
596426546.0,United States,F,North America
287472518.0,United States,F,North America
613734621.0,Brazil,F,South America
652017962.0,Portugal,M,Europe
565087716.0,None,M,
708450361.0,None,F,
523953489.0,None,M,
308159483.0,None,F,
518544082.0,New Zealand,M,Oceania
559506857.0,United Kingdom,M,Europe
766818133.0,None,M,
730443071.0,None,M,
490776248.0,Brazil,M,South America
999839889.0,Mexico,M,North America
534448549.0,Belgium,F,Europe
724863055.0,Spain,M,Europe
12110991.0,Greece,F,Europe
520685001.0,None,F,
699956753.0,Brazil,M,South America
706018228.0,United States,F,North America
196433766.0,Brazil,M,South America
598185841.0,United Kingdom,M,Europe
667406133.0,United States,F,North America
692739317.0,United Kingdom,F,Europe
582737702.0,Brazil,M,South America
219098744.0,Brazil,M,South America
289964474.0,Canada,M,North America
776053035.0,Netherlands,M,Europe
68417515.0,Australia,F,Oceania
720712312.0,Brazil,M,South America
848663339.0,Brazil,F,South America
959810125.0,United States,F,North America
36498027.0,None,F,
407424596.0,Australia,F,Oceania
34430786.0,Brazil,F,South America
811374181.0,Brazil,M,South America
790086586.0,United States,M,North America
644230183.0,Philippines,M,Asia
774306391.0,None,M,
91661338.0,Colombia,M,South America
475097598.0,Mexico,M,North America
200327528.0,None,M,
582417148.0,United Kingdom,M,Europe
339415094.0,"Korea, Republic of",F,Asia
529747239.0,Brazil,M,South America
208091540.0,None,M,
154291720.0,Philippines,M,Asia
554739026.0,Namibia,M,Africa
630937367.0,Ukraine,F,Europe
521131515.0,Brazil,M,South America
875979127.0,Brazil,M,South America
441612010.0,Brazil,M,South America
703193268.0,Brazil,M,South America
578897743.0,Brazil,M,South America
643297908.0,Brazil,F,South America
663940994.0,Brazil,F,South America
617877670.0,None,F,
21591737.0,Brazil,M,South America
794683108.0,United States,M,North America
356590165.0,Brazil,M,South America
248903920.0,Brazil,M,South America
69785473.0,Brazil,M,South America
400980637.0,Brazil,F,South America
289613720.0,Mexico,M,North America
520872973.0,United States,M,North America
130145835.0,None,F,
847373947.0,India,M,Asia
487054115.0,Germany,M,Europe
132920226.0,None,M,
600150832.0,Russian Federation,M,Europe
620766440.0,Brazil,F,South America
866852420.0,Brazil,M,South America
414920426.0,None,F,
569239877.0,Chile,M,South America
49786225.0,United States,F,North America
401510222.0,United States,M,North America
428852850.0,Brazil,M,South America
422353428.0,Colombia,F,South America
236488963.0,Hong Kong,F,Asia
328746157.0,None,M,
497527535.0,Brazil,M,South America
588513025.0,Brazil,M,South America
210989604.0,Peru,M,South America
419480369.0,Brazil,M,South America
304725740.0,United States,M,North America
830827216.0,Finland,M,Europe
314096369.0,Brazil,F,South America
859805482.0,Brazil,M,South America
650131503.0,Brazil,M,South America
856502725.0,Portugal,F,Europe
404477072.0,South Georgia and the South Sandwich Islands,M,South America
254359585.0,Brazil,M,South America
224279004.0,Brazil,F,South America
151652962.0,United States,M,North America
215042498.0,Brazil,F,South America
414629043.0,Brazil,F,South America
367530143.0,Brazil,F,South America
415428578.0,United States,M,North America
810801317.0,Paraguay,F,South America
272542887.0,Brazil,M,South America
289830513.0,Australia,M,Oceania
119436169.0,None,M,
510947407.0,Brazil,M,South America
652541947.0,None,M,
364949287.0,Australia,M,Oceania
141881171.0,United States,M,North America
230835960.0,Brazil,F,South America
536972826.0,Brazil,F,South America
510465454.0,United Kingdom,F,Europe
230938746.0,United States,M,North America
41215474.0,Brazil,F,South America
598746000.0,United States,M,North America
947942389.0,United States,F,North America
267381173.0,Slovakia,F,Europe
991635544.0,United States,M,North America
27008772.0,United States,F,North America
768917920.0,United Kingdom,M,Europe
941539833.0,Brazil,F,South America
159619752.0,Poland,M,Europe
829465861.0,United States,F,North America
239163958.0,None,M,
85796029.0,Brazil,F,South America
135356120.0,Czech Republic,M,Europe
408949700.0,China,F,Asia
782354565.0,Brazil,M,South America
708821713.0,Brazil,M,South America
771295334.0,None,F,
398314071.0,Greece,M,Europe
673975618.0,Brazil,M,South America
421003026.0,Brazil,M,South America
921880647.0,None,M,
336182719.0,Viet Nam,M,Asia
75380555.0,United States,M,North America
18907075.0,Canada,F,North America
867437957.0,France,M,Europe
968316797.0,Ukraine,F,Europe
122861110.0,Russian Federation,M,Europe
471227059.0,None,M,
731521901.0,Germany,M,Europe
307514583.0,None,M,
382941760.0,Turkey,M,Asia
698825545.0,Malaysia,F,Asia
98633565.0,Colombia,M,South America
672654812.0,United States,F,North America
777260424.0,Brazil,M,South America
835159889.0,Brazil,F,South America
37835993.0,Brazil,M,South America
150599009.0,Brazil,F,South America
325407698.0,None,M,
423659823.0,Brazil,F,South America
349292468.0,Brazil,F,South America
733616013.0,United States,M,North America
892302573.0,Brazil,F,South America
23766639.0,Brazil,M,South America
399536383.0,Brazil,M,South America
328580139.0,Brazil,F,South America
176827946.0,Brazil,M,South America
92249086.0,Brazil,F,South America
352514710.0,Brazil,F,South America
560684289.0,Brazil,M,South America
836855531.0,None,M,
97787426.0,None,M,
574490339.0,None,M,
84864042.0,Brazil,M,South America
821264936.0,Brazil,M,South America
756806624.0,Brazil,F,South America
115863578.0,Poland,M,Europe
475062318.0,Antarctica,M,Antarctica
691255743.0,Australia,F,Oceania
386277395.0,Brazil,F,South America
463626873.0,Sweden,F,Europe
439658633.0,Brazil,M,South America
408381380.0,Turkey,M,Asia
327180997.0,Brazil,M,South America
269644306.0,Portugal,M,Europe
197879950.0,Brazil,M,South America
654878946.0,Nicaragua,F,North America
213564264.0,Brazil,M,South America
770905498.0,Brazil,F,South America
922905897.0,Brazil,M,South America
431090954.0,Brazil,M,South America
626826067.0,Poland,M,Europe
969945038.0,United States,F,North America
20738421.0,None,M,
578213445.0,Brazil,F,South America
157180391.0,None,M,
833990046.0,Brazil,M,South America
769219414.0,Brazil,M,South America
526140495.0,Brazil,M,South America
396292691.0,Brazil,M,South America
878850329.0,Canada,M,North America
519967567.0,Tajikistan,F,Asia
680472983.0,Viet Nam,M,Asia
913858732.0,Brazil,M,South America
591725549.0,United States,M,North America
446545827.0,Brazil,M,South America
604833137.0,Brazil,M,South America
144661104.0,United Kingdom,M,Europe
331621100.0,Brazil,F,South America
232169184.0,Portugal,M,Europe
217580904.0,Peru,F,South America
232362318.0,United States,F,North America
397692616.0,Argentina,F,South America
677736403.0,Brazil,M,South America
707545880.0,Spain,M,Europe
311578682.0,None,F,
267839582.0,Brazil,M,South America
419751993.0,Brazil,F,South America
513906281.0,Brazil,M,South America
243692612.0,None,M,
106819600.0,Philippines,M,Asia
13600360.0,None,F,
353298217.0,Brazil,F,South America
640435433.0,Brazil,M,South America
720671972.0,Brazil,M,South America
101786340.0,Brazil,M,South America
665061285.0,Brazil,F,South America
169653590.0,United Kingdom,M,Europe
160901822.0,Brazil,M,South America
560384525.0,Brazil,F,South America
514514439.0,Brazil,M,South America
280296495.0,Brazil,F,South America
815227013.0,None,M,
833409976.0,Mexico,F,North America
730727366.0,Netherlands,M,Europe
528273867.0,Brazil,M,South America
741006291.0,Brazil,F,South America
212896182.0,Lithuania,M,Europe
491232074.0,Brazil,F,South America
726422706.0,United States,M,North America
509204610.0,None,F,
626148755.0,Brazil,F,South America
292717249.0,Brazil,F,South America
52858742.0,Brazil,M,South America
683291125.0,Brazil,M,South America
484744331.0,Brazil,F,South America
363957277.0,Brazil,M,South America
119400898.0,Brazil,F,South America
533632444.0,Brazil,M,South America
225990996.0,United Kingdom,F,Europe
567344312.0,None,M,
512887621.0,None,M,
604300069.0,Brazil,F,South America
811868323.0,None,F,
937120933.0,Brazil,M,South America
702397445.0,None,M,
538599328.0,Argentina,M,South America
570097285.0,"Virgin Islands, British",M,North America
771201864.0,Canada,F,North America
692161371.0,Germany,F,Europe
727891275.0,Brazil,M,South America
187041276.0,None,M,
357396493.0,United States,F,North America
218263305.0,Brazil,F,South America
241888180.0,Brazil,F,South America
912844056.0,Brazil,M,South America
653296128.0,Brazil,M,South America
185979649.0,Brazil,M,South America
334687036.0,Brazil,F,South America
891127034.0,Antarctica,M,Antarctica
466851862.0,Brazil,M,South America
841572168.0,Brazil,F,South America
715198773.0,Brazil,M,South America
634761541.0,Serbia,M,Europe
607545939.0,Brazil,M,South America
709805595.0,"Korea, Republic of",F,Asia
679236989.0,Germany,F,Europe
467278790.0,Brazil,M,South America
898500158.0,Brazil,F,South America
383231191.0,None,M,
513924715.0,United States,F,North America
257632389.0,Brazil,M,South America
539134008.0,Netherlands,F,Europe
394368697.0,Poland,M,Europe
157195665.0,None,M,
940205707.0,Colombia,F,South America
96288363.0,Peru,M,South America
433535555.0,Brazil,M,South America
430881191.0,Russian Federation,M,Europe
905354625.0,None,M,
901770424.0,Finland,M,Europe
12416100.0,Brazil,F,South America
224200988.0,None,M,
209148971.0,None,M,
178879434.0,Chile,F,South America
633576722.0,Russian Federation,M,Europe
948212512.0,Russian Federation,M,Europe
580474414.0,Brazil,M,South America
55571986.0,Brazil,F,South America
865388438.0,Indonesia,M,Asia
630696172.0,None,F,
142868744.0,Brazil,M,South America
486450547.0,None,M,
790457365.0,Brazil,M,South America
423298947.0,Brazil,M,South America
332367026.0,Brazil,M,South America
510715328.0,Poland,M,Europe
88671698.0,China,M,Asia
812606014.0,Brazil,M,South America
759635694.0,Brazil,M,South America
375200187.0,United Kingdom,M,Europe
714245873.0,Greenland,M,North America
771890566.0,Brazil,M,South America
124713838.0,Australia,M,Oceania
683535995.0,Gibraltar,M,Europe
630372372.0,Brazil,F,South America
773104319.0,Brazil,M,South America
945141767.0,Germany,F,Europe
552915580.0,None,M,
644944901.0,Brazil,M,South America
893743131.0,Brazil,M,South America
963006057.0,Brazil,M,South America
60548414.0,United States,F,North America
470101861.0,Brazil,F,South America
832990786.0,Brazil,F,South America
114349590.0,United Kingdom,M,Europe
584504679.0,Canada,F,North America
382514130.0,Australia,M,Oceania
442485331.0,Brazil,M,South America
304619766.0,United Kingdom,F,Europe
839257985.0,Brazil,F,South America
129272772.0,None,F,
676116345.0,Germany,M,Europe
308421170.0,Mexico,F,North America
946312682.0,None,M,
304179100.0,Brazil,M,South America
410673636.0,None,M,
726233696.0,Morocco,F,Africa
713240130.0,Brazil,M,South America
523974457.0,Brazil,F,South America
794197549.0,Brazil,M,South America
516668603.0,Brazil,M,South America
388753459.0,Brazil,F,South America
846931679.0,Brazil,F,South America
869402693.0,Brazil,M,South America
310573580.0,Brazil,M,South America
417530678.0,Brazil,F,South America
582679734.0,None,M,
769039656.0,Brazil,F,South America
311763122.0,Brazil,M,South America
651894987.0,Brazil,M,South America
553903790.0,Brazil,F,South America
301273357.0,Brazil,M,South America
125699393.0,United States,M,North America
400685695.0,None,M,
450523282.0,Brazil,M,South America
188097264.0,United States,M,North America
628898763.0,Iceland,M,Europe
533553365.0,United Kingdom,F,Europe
945287711.0,Italy,M,Europe
18227588.0,United Kingdom,F,Europe
260711847.0,Brazil,M,South America
203170740.0,Brazil,M,South America
876955051.0,Brazil,M,South America
700403451.0,None,M,
387877251.0,Brazil,M,South America
767348079.0,Brazil,M,South America
234727261.0,None,F,
517236494.0,Poland,M,Europe
238308806.0,Antarctica,M,Antarctica
596434930.0,None,M,
312650346.0,United Kingdom,F,Europe
298392596.0,China,M,Asia
58089709.0,Russian Federation,M,Europe
549394772.0,Indonesia,M,Asia
595993754.0,Brazil,M,South America
387977048.0,Brazil,M,South America
761188355.0,France,M,Europe
304242091.0,Canada,F,North America
929795847.0,Brazil,M,South America
310042172.0,Spain,F,Europe
935151168.0,Brazil,M,South America
503946361.0,Russian Federation,M,Europe
44088130.0,Brazil,F,South America
634058682.0,Brazil,F,South America
546600151.0,United States,F,North America
634809378.0,Brazil,M,South America
324826831.0,Brazil,M,South America
590867520.0,Norway,F,Europe
872468824.0,Brazil,M,South America
662314368.0,Brazil,M,South America
634199419.0,Russian Federation,F,Europe
647439791.0,Brazil,M,South America
876333861.0,Brazil,F,South America
172646216.0,Brazil,M,South America
500551466.0,None,M,
114620482.0,Germany,M,Europe
531166426.0,Turkey,M,Asia
821290044.0,Brazil,M,South America
549391100.0,Brazil,F,South America
138635251.0,Brazil,M,South America
206045874.0,Brazil,F,South America
666602564.0,Belgium,M,Europe
410529250.0,Australia,M,Oceania
424902905.0,Brazil,M,South America
943496822.0,Brazil,M,South America
945140960.0,United States,M,North America
858205593.0,Brazil,M,South America
837236081.0,None,M,
251894113.0,Brazil,M,South America
265349368.0,Chile,M,South America
671508631.0,Brazil,M,South America
526345113.0,Brazil,M,South America
99172364.0,Brazil,F,South America
425721899.0,Brazil,M,South America
586962898.0,Brazil,F,South America
728171481.0,None,M,
819882551.0,None,F,
979860966.0,Brazil,M,South America
313902452.0,Brazil,F,South America
865909494.0,None,M,
831249123.0,Brazil,F,South America
415120187.0,China,M,Asia
850743106.0,None,F,
834703842.0,Brazil,M,South America
862437806.0,Brazil,M,South America
723564234.0,Brazil,F,South America
803266418.0,None,M,
891187418.0,United States,F,North America
735960216.0,Japan,M,Asia
498809584.0,Brazil,M,South America
842282837.0,Brazil,M,South America
169576580.0,United Kingdom,F,Europe
84590962.0,Brazil,F,South America
128837981.0,Brazil,M,South America
287911858.0,Brazil,M,South America
964947616.0,None,M,
496898780.0,None,M,
491623950.0,Brazil,M,South America
127158962.0,Brazil,F,South America
366165387.0,None,M,
822798554.0,Canada,M,North America
90146572.0,Brazil,M,South America
597058187.0,Russian Federation,M,Europe
829850173.0,Brazil,M,South America
402021415.0,China,M,Asia
513681271.0,Brazil,F,South America
807217129.0,Brazil,M,South America
372647806.0,None,M,
376149821.0,Australia,M,Oceania
983642848.0,None,F,
837643619.0,Brazil,M,South America
378085641.0,Japan,M,Asia
128783640.0,United States,M,North America
230386218.0,Canada,M,North America
623969186.0,Brazil,M,South America
283468603.0,None,M,
654444417.0,Brazil,M,South America
437531388.0,Brazil,M,South America
239646409.0,Brazil,F,South America
151966002.0,Brazil,M,South America
334503164.0,United States,M,North America
752121506.0,United States,F,North America
951519576.0,Brazil,M,South America
796180532.0,Brazil,M,South America
967698658.0,Brazil,F,South America
745353894.0,Russian Federation,M,Europe
368069526.0,Brazil,M,South America
777207860.0,Brazil,M,South America
425454462.0,China,M,Asia
877611829.0,Brazil,M,South America
996411503.0,Brazil,M,South America
9170423.0,Brazil,M,South America
426318907.0,Brazil,M,South America
624667829.0,Brazil,M,South America
671528278.0,Brazil,F,South America
673760229.0,Brazil,M,South America
622172116.0,None,F,
659392769.0,Brazil,M,South America
464337572.0,Brazil,M,South America
788791331.0,None,F,
300335473.0,Brazil,M,South America
749805416.0,Portugal,F,Europe
448291490.0,Brazil,M,South America
516320424.0,Brazil,M,South America
920796320.0,Brazil,M,South America
646631916.0,United States,M,North America
351043643.0,Brazil,M,South America
254381083.0,United States,M,North America
880612750.0,Brazil,M,South America
414012451.0,China,M,Asia
785796691.0,Brazil,M,South America
819286854.0,Brazil,M,South America
306978854.0,Brazil,F,South America
989060634.0,Brazil,M,South America
499297809.0,Brazil,M,South America
964415787.0,None,M,
701812248.0,United States,F,North America
904744600.0,Australia,M,Oceania
591426105.0,United States,F,North America
704360740.0,United States,M,North America
349545258.0,Brazil,M,South America
938963507.0,Brazil,F,South America
337013928.0,None,M,
166394453.0,Brazil,M,South America
844784620.0,Russian Federation,M,Europe
397617071.0,Brazil,M,South America
748662985.0,None,M,
653803370.0,Brazil,M,South America
75704319.0,Brazil,F,South America
716653321.0,Brazil,F,South America
837096550.0,United States,M,North America
396854157.0,United States,M,North America
2988905.0,Indonesia,F,Asia
812393633.0,Turkey,M,Asia
